1779088245073194	204	155
1779088245082480	204	303
1779088245082482	204	314
1779088245082482	204	320
1779088245082483	204	324
1779088245082484	204	325
1779088245082485	204	328
1779088245082486	204	332
1779088245082486	204	334
1779088245082487	204	338
1779088245082487	204	339
1779088245082488	204	343
1779088245082488	204	348
1779088245082489	204	350
1779088245082490	204	354
1779088245082490	204	355
1779088245082491	204	356
1779088245082491	204	358
1779088245082492	204	374
1779088245082493	204	375
1779088245082493	204	377
1779088245082494	204	380
1779088245082494	204	384
1779088245082499	204	381
1779088245082500	204	382
1779088245082500	204	383
1779088245082501	204	387
1779088245082501	204	391
1779088245082505	204	391
1779088245092987	204	201
1779088245092988	204	211
1779088245092989	204	215
1779088245092990	204	218
1779088245092990	204	222
1779088245092991	204	225
1779088245092991	204	229
1779088245092992	204	232
1779088245092992	204	236
1779088245092993	204	245
1779088245092994	204	247
1779088245092994	204	251
1779088245092995	204	253
1779088245092995	204	254
1779088245092996	204	263
1779088245092996	204	329
1779088245092996	204	342
1779088245092997	204	346
1779088245092998	204	348
1779088245092998	204	368
1779088245092999	204	373
1779088245092999	204	378
1779088245093000	204	379
1779088245093000	204	381
1779088245093001	204	382
1779088245093001	204	386
1779088245093002	204	391
1779088245093002	204	395
1779088245093003	204	396
1779088245093003	204	398
1779088245093004	204	402
1779088245093004	204	412
1779088245102497	204	218
1779088245102498	204	231
1779088245102499	204	233
1779088245102500	204	236
1779088245102500	204	237
1779088245102501	204	242
1779088245102501	204	246
1779088245102502	204	247
1779088245102502	204	261
1779088245102503	204	262
1779088245102503	204	264
1779088245102504	204	265
1779088245102504	204	269
1779088245102505	204	279
1779088245102505	204	281
1779088245102506	204	321
1779088245102506	204	326
1779088245102507	204	327
1779088245102507	204	332
1779088245102508	204	341
1779088245102509	204	346
1779088245102509	204	348
1779088245102510	204	352
1779088245102510	204	353
1779088245102511	204	355
1779088245102511	204	359
1779088245102512	204	363
1779088245102512	204	372
1779088245112959	204	231
1779088245112960	204	260
1779088245112961	204	267
1779088245112961	204	273
1779088245112962	204	280
1779088245112962	204	286
1779088245112962	204	292
1779088245112963	204	295
1779088245112963	204	296
1779088245112964	204	299
1779088245112964	204	301
1779088245112965	204	323
1779088245112965	204	325
1779088245112966	204	326
1779088245112966	204	327
1779088245112967	204	346
1779088245112967	204	367
1779088245112968	204	369
1779088245112968	204	373
1779088245112969	204	374
1779088245112969	204	382
1779088245112970	204	384
1779088245112970	204	387
1779088245112971	204	389
1779088245112971	204	390
1779088245112972	204	398
1779088245112972	204	399
1779088245112973	204	400
1779088245112973	204	401
1779088245112974	204	402
1779088245112974	204	403
1779088245112975	204	405
1779088245122462	204	193
1779088245122463	204	204
1779088245122464	204	206
1779088245122465	204	211
1779088245122465	204	214
1779088245122466	204	218
1779088245122466	204	221
1779088245122466	204	233
1779088245122467	204	234
1779088245122468	204	241
1779088245122468	204	242
1779088245122469	204	247
1779088245122469	204	251
1779088245122470	204	256
1779088245122470	204	265
1779088245122471	204	314
1779088245122471	204	316
1779088245122472	204	324
1779088245122472	204	326
1779088245122473	204	327
1779088245122473	204	331
1779088245122474	204	333
1779088245122474	204	334
1779088245122475	204	336
1779088245122475	204	337
1779088245122476	204	338
1779088245122476	204	340
1779088245122477	204	348
1779088245132907	204	206
1779088245132908	204	218
1779088245132909	204	223
1779088245132909	204	232
1779088245132910	204	236
1779088245132910	204	240
1779088245132911	204	244
1779088245132911	204	246
1779088245132912	204	250
1779088245132912	204	253
1779088245132913	204	257
1779088245132913	204	263
1779088245132914	204	267
1779088245132914	204	269
1779088245132915	204	282
1779088245132915	204	331
1779088245132916	204	334
1779088245132916	204	340
1779088245132917	204	344
1779088245132917	204	348
1779088245132918	204	349
1779088245132918	204	351
1779088245132919	204	355
1779088245132919	204	360
1779088245132920	204	364
1779088245132920	204	366
1779088245132921	204	370
1779088245132921	204	372
1779088245132922	204	383
1779088245132922	204	385
1779088245132923	204	386
1779088245142389	204	178
1779088245142390	204	190
1779088245142390	204	194
1779088245142391	204	198
1779088245142391	204	203
1779088245142392	204	206
1779088245142392	204	209
1779088245142393	204	214
1779088245142393	204	224
1779088245142394	204	229
1779088245142394	204	230
1779088245142395	204	238
1779088245142395	204	239
1779088245142396	204	241
1779088245142396	204	246
1779088245142397	204	299
1779088245142397	204	307
1779088245142398	204	313
1779088245142398	204	317
1779088245142399	204	321
1779088245142399	204	323
1779088245142400	204	328
1779088245142400	204	332
1779088245142401	204	334
1779088245142401	204	338
1779088245142402	204	342
1779088245142402	204	353
1779088245142402	204	355
1779088245142403	204	356
1779088245152840	204	195
1779088245152841	204	207
1779088245152842	204	209
1779088245152842	204	213
1779088245152843	204	219
1779088245152843	204	223
1779088245152844	204	226
1779088245152844	204	230
1779088245152845	204	233
1779088245152845	204	235
1779088245152846	204	240
1779088245152846	204	244
1779088245152847	204	249
1779088245152847	204	253
1779088245152848	204	265
